customer_id,gender,senior_citizen,age,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,num_services,support_tickets,sessions_per_week,churn
CUST02614,Female,0,21,33,Month-to-month,Mailed check,Fiber optic,101.55,2950.74,3,1,5.8,Yes
CUST02615,Male,0,24,45,Month-to-month,Mailed check,No,25.14,1133.27,7,1,7.4,No
CUST02616,Male,0,41,69,One year,Electronic check,No,98.7,6695.06,4,0,9.0,No
CUST02617,Female,1,26,8,Month-to-month,Bank transfer,Fiber optic,79.39,577.59,2,1,3.2,No
CUST02618,Male,1,51,25,One year,Bank transfer,No,76.45,1669.27,1,0,3.8,No
CUST02619,Male,0,52,46,Month-to-month,Mailed check,No,64.75,3026.88,1,1,2.1,No
CUST02620,Male,1,26,30,One year,Mailed check,No,46.26,1366.78,5,0,1.0,No
CUST02621,Male,0,72,47,One year,Electronic check,DSL,65.34,2614.52,1,3,0.1,Yes
CUST02622,Male,0,56,49,Two year,Mailed check,Fiber optic,63.9,3054.62,3,1,0.8,No
CUST02623,Male,0,69,47,Month-to-month,Bank transfer,Fiber optic,77.54,3688.33,1,2,11.7,No
CUST02624,Male,1,32,18,Two year,Bank transfer,No,46.72,814.18,3,0,4.9,No
CUST02625,Female,0,66,66,Month-to-month,Electronic check,DSL,25.91,1598.81,3,4,2.0,Yes
CUST02626,Male,1,29,68,Month-to-month,Mailed check,No,32.8,2156.31,5,2,1.3,No
CUST02627,Female,0,73,33,One year,Electronic check,DSL,89.32,2870.75,1,1,0.2,No
CUST02628,Male,0,74,36,Month-to-month,Credit card,Fiber optic,20.29,714.38,5,0,0.1,No
CUST02629,Male,0,21,19,Two year,Bank transfer,DSL,105.36,2088.74,4,1,4.2,No
CUST02630,Male,0,34,28,One year,Mailed check,DSL,88.83,2203.02,2,2,12.7,No
CUST02631,Male,1,26,40,Month-to-month,Electronic check,Fiber optic,96.34,3755.79,7,1,0.9,Yes
CUST02632,Male,1,48,15,One year,Mailed check,Fiber optic,103.27,1374.93,1,0,1.0,No
CUST02633,Female,0,47,41,Month-to-month,Bank transfer,No,30.52,1116.17,4,2,8.2,No
CUST02634,Male,0,70,39,One year,Mailed check,No,101.89,3909.54,6,0,2.8,No
CUST02635,Male,1,55,2,Month-to-month,Electronic check,Fiber optic,69.47,143.55,7,1,0.6,Yes
CUST02636,Male,0,35,63,Two year,Credit card,Fiber optic,108.32,6017.6,7,2,0.1,No
CUST02637,Male,0,38,29,Month-to-month,Electronic check,DSL,108.43,3278.09,7,2,2.5,No
CUST02638,Male,0,34,66,One year,Credit card,DSL,20.47,1234.66,4,0,1.8,No
CUST02639,Male,0,52,51,One year,Electronic check,No,57.05,2700.83,5,0,1.7,No
CUST02640,Female,1,34,10,One year,Mailed check,DSL,71.69,631.4,5,3,10.4,No
CUST02641,Female,0,34,14,Month-to-month,Mailed check,Fiber optic,87.19,1187.91,7,2,0.9,Yes
CUST02642,Female,0,42,51,One year,Electronic check,Fiber optic,47.19,2332.77,7,2,2.0,No
CUST02643,Female,0,71,39,One year,Mailed check,Fiber optic,43.72,1600.14,2,0,0.7,No
CUST02644,Male,0,30,28,One year,Bank transfer,Fiber optic,56.89,1505.66,2,2,1.2,No
CUST02645,Female,1,41,3,Month-to-month,Mailed check,Fiber optic,69.1,202.03,7,1,4.4,No
CUST02646,Female,0,32,70,Month-to-month,Electronic check,Fiber optic,115.02,7783.28,2,3,0.7,Yes
CUST02647,Female,0,38,27,Month-to-month,Bank transfer,Fiber optic,95.74,2390.73,7,0,3.4,Yes
CUST02648,Female,0,29,2,Month-to-month,Credit card,Fiber optic,61.79,126.89,2,2,0.4,No
CUST02649,Female,0,31,38,Month-to-month,Credit card,No,23.55,880.16,7,0,0.6,Yes
CUST02650,Male,1,64,3,One year,Credit card,Fiber optic,35.19,94.07,5,2,0.1,No
CUST02651,Male,0,63,16,Month-to-month,Electronic check,DSL,64.5,943.23,3,1,3.0,No
CUST02652,Female,0,45,40,One year,Electronic check,DSL,101.01,4071.01,5,3,13.9,No
CUST02653,Female,0,42,2,Two year,Electronic check,DSL,56.83,98.99,3,2,3.2,No
CUST02654,Male,0,45,41,One year,Credit card,No,72.93,2990.27,5,5,7.7,No
CUST02655,Male,0,48,12,Month-to-month,Electronic check,Fiber optic,108.96,1205.23,6,2,2.2,Yes
CUST02656,Male,0,53,35,Month-to-month,Credit card,Fiber optic,111.21,3737.97,5,2,3.4,Yes
CUST02657,Female,0,33,65,Two year,Mailed check,Fiber optic,40.01,2356.48,2,2,7.8,No
CUST02658,Male,1,57,55,Month-to-month,Electronic check,DSL,22.45,1293.14,3,2,0.3,Yes
CUST02659,Female,0,71,45,One year,Bank transfer,Fiber optic,49.15,2280.69,4,1,2.7,No
CUST02660,Male,0,46,62,Month-to-month,Electronic check,Fiber optic,88.97,5713.01,6,7,2.6,No
CUST02661,Male,0,28,49,Month-to-month,Bank transfer,Fiber optic,115.01,4998.43,4,2,0.1,No
CUST02662,Male,0,43,25,One year,Bank transfer,Fiber optic,25.86,658.36,6,3,0.5,Yes
CUST02663,Female,0,44,23,Month-to-month,Electronic check,DSL,20.91,460.29,4,0,2.4,Yes
CUST02664,Female,0,47,24,Month-to-month,Credit card,DSL,108.18,2574.44,2,1,2.1,Yes
CUST02665,Female,0,70,38,Month-to-month,Mailed check,Fiber optic,94.31,3202.11,4,3,1.3,No
CUST02666,Female,0,54,28,Month-to-month,Electronic check,DSL,119.21,3312.5,7,2,3.6,No
CUST02667,Female,0,20,21,Two year,Bank transfer,Fiber optic,58.47,1268.21,5,2,1.3,No
CUST02668,Male,0,69,54,Two year,Credit card,Fiber optic,60.44,2948.8,2,3,4.4,No
CUST02669,Male,0,27,18,Month-to-month,Credit card,Fiber optic,35.58,574.26,7,4,5.0,Yes
CUST02670,Female,1,49,36,Month-to-month,Credit card,DSL,29.82,934.91,4,4,3.1,No
CUST02671,Female,1,22,45,Month-to-month,Bank transfer,Fiber optic,77.03,3131.37,2,2,1.0,Yes
CUST02672,Male,0,26,53,One year,Mailed check,DSL,55.16,2798.23,5,2,4.9,No
CUST02673,Female,1,43,30,Month-to-month,Mailed check,No,26.19,798.7,2,2,0.9,No
CUST02674,Male,0,52,60,Month-to-month,Bank transfer,DSL,108.47,5894.87,4,1,1.1,Yes
CUST02675,Male,1,22,32,Month-to-month,Credit card,Fiber optic,38.23,1191.83,2,2,2.8,No
CUST02676,Female,1,33,67,Month-to-month,Electronic check,DSL,94.36,5980.21,6,3,3.5,No
CUST02677,Female,1,30,67,Month-to-month,Mailed check,Fiber optic,46.79,2845.63,1,0,1.4,No
CUST02678,Male,1,47,28,Month-to-month,Electronic check,No,100.92,2690.33,4,2,2.7,No
CUST02679,Female,1,28,44,Month-to-month,Bank transfer,DSL,30.08,1169.45,5,0,0.9,No
CUST02680,Male,0,74,41,Two year,Bank transfer,No,95.12,3813.79,3,3,4.8,No
CUST02681,Female,1,47,63,Month-to-month,Credit card,Fiber optic,28.01,1540.76,2,1,14.5,Yes
CUST02682,Female,0,66,23,Two year,Mailed check,DSL,63.59,1457.01,6,2,3.6,No
CUST02683,Female,1,38,48,Two year,Bank transfer,Fiber optic,92.87,3947.54,2,1,1.2,No
CUST02684,Female,0,21,32,Month-to-month,Bank transfer,Fiber optic,35.67,1198.09,4,0,1.3,No
CUST02685,Female,0,34,57,Month-to-month,Mailed check,Fiber optic,47.14,2726.57,6,1,0.1,No
CUST02686,Female,0,50,33,Month-to-month,Mailed check,Fiber optic,106.21,3220.22,4,1,3.1,No
CUST02687,Male,0,72,24,Month-to-month,Mailed check,No,108.28,2430.43,1,2,2.7,Yes
CUST02688,Male,0,48,39,One year,Credit card,Fiber optic,22.58,794.18,5,0,9.3,No
CUST02689,Male,0,23,34,Two year,Electronic check,Fiber optic,35.15,1199.19,6,2,1.5,No
CUST02690,Male,0,50,56,One year,Bank transfer,DSL,29.98,1554.89,6,0,8.1,No
CUST02691,Male,0,69,28,Month-to-month,Mailed check,DSL,36.33,1018.29,2,0,4.3,No
CUST02692,Female,0,56,37,One year,Electronic check,DSL,116.96,3694.32,2,3,1.0,No
CUST02693,Female,0,60,7,One year,Electronic check,DSL,74.27,456.01,3,1,0.1,No
CUST02694,Female,0,71,68,One year,Bank transfer,Fiber optic,65.75,4126.71,7,4,3.9,No
CUST02695,Female,0,59,37,Month-to-month,Bank transfer,Fiber optic,118.42,3819.75,6,1,2.1,No
CUST02696,Female,0,67,56,One year,Mailed check,No,74.81,4064.62,2,2,9.8,No
CUST02697,Male,0,44,65,One year,Mailed check,DSL,85.43,4776.46,2,2,0.1,Yes
CUST02698,Female,0,42,65,Two year,Bank transfer,Fiber optic,51.94,3450.21,7,0,2.2,No
CUST02699,Female,0,59,47,Month-to-month,Electronic check,Fiber optic,56.98,2684.12,1,2,4.7,Yes
CUST02700,Male,0,36,20,Month-to-month,Electronic check,Fiber optic,78.63,1404.73,3,2,4.7,No
CUST02701,Female,0,19,19,Two year,Credit card,DSL,25.12,451.87,7,1,3.3,No
CUST02702,Male,1,18,29,Month-to-month,Credit card,Fiber optic,44.1,1202.63,2,0,1.5,Yes
CUST02703,Female,0,31,60,Month-to-month,Bank transfer,No,38.07,2272.72,2,0,0.2,No
CUST02704,Female,0,61,18,Two year,Credit card,DSL,19.62,328.55,5,0,1.1,No
CUST02705,Female,0,32,35,Month-to-month,Electronic check,DSL,72.76,2181.38,6,3,3.2,Yes
CUST02706,Male,0,68,43,Month-to-month,Mailed check,Fiber optic,75.23,2926.76,2,0,4.4,No
CUST02707,Male,0,39,11,One year,Mailed check,No,57.16,593.07,1,4,5.1,No
CUST02708,Female,1,34,49,One year,Electronic check,No,45.41,2324.99,2,0,,No
CUST02709,Male,0,67,38,One year,Electronic check,Fiber optic,84.51,3295.62,6,1,1.2,No
CUST02710,Female,0,58,64,Month-to-month,Electronic check,DSL,31.74,1800.36,2,0,3.6,No
CUST02711,Male,1,49,69,One year,Credit card,Fiber optic,70.9,4865.95,7,0,10.4,No
CUST02712,Male,0,50,8,One year,Credit card,Fiber optic,96.34,799.52,4,1,0.4,No
CUST02713,Male,0,18,34,Month-to-month,Electronic check,No,34.76,1006.64,2,1,3.9,No
CUST02714,Male,0,58,48,One year,Credit card,DSL,94.83,4525.39,3,1,1.6,No
CUST02715,Male,0,36,56,Month-to-month,Mailed check,No,95.6,5042.38,6,2,0.8,No
CUST02716,Male,1,55,65,Month-to-month,Bank transfer,Fiber optic,24.11,1545.28,6,1,1.2,Yes
CUST02717,Male,0,68,31,One year,Mailed check,DSL,19.92,599.68,4,2,0.5,No
CUST02718,Female,0,67,4,Month-to-month,Electronic check,DSL,117.34,491.39,3,1,5.1,No
CUST02719,Female,0,52,50,Month-to-month,Credit card,DSL,37.73,1712.5,3,4,1.5,No
CUST02720,Female,0,21,69,Month-to-month,Electronic check,Fiber optic,101.86,7079.15,6,6,8.3,Yes
CUST02721,Male,0,28,30,One year,Electronic check,No,75.31,2026.43,1,0,10.2,No
CUST02722,Male,0,66,59,Two year,Credit card,Fiber optic,44.98,2486.95,2,2,10.1,No
CUST02723,Female,0,20,67,Month-to-month,Bank transfer,DSL,31.26,2188.83,3,4,0.5,Yes
CUST02724,Female,0,72,45,Month-to-month,Mailed check,Fiber optic,68.66,3099.67,2,0,1.3,No
CUST02725,Female,0,19,4,Month-to-month,Credit card,Fiber optic,59.55,217.52,2,4,1.1,No
CUST02726,Female,0,72,26,One year,Bank transfer,DSL,89.29,2260.89,7,1,7.7,No
CUST02727,Male,1,53,27,Month-to-month,Mailed check,DSL,110.23,2559.36,1,1,0.3,Yes
CUST02728,Male,0,40,46,One year,Electronic check,DSL,100.14,4160.9,1,1,2.7,No
CUST02729,Female,0,28,64,Two year,Bank transfer,DSL,45.99,2924.75,3,3,2.0,No
CUST02730,Female,0,52,51,One year,Credit card,Fiber optic,107.65,5292.61,3,4,11.2,No
CUST02731,Female,0,72,50,Month-to-month,Mailed check,No,103.01,4861.74,6,2,9.9,Yes
CUST02732,Female,0,46,6,One year,Mailed check,Fiber optic,112.77,668.62,7,1,1.7,No
CUST02733,Female,0,24,59,Month-to-month,Credit card,Fiber optic,64.78,3553.3,7,1,1.7,Yes
CUST02734,Female,0,36,15,Month-to-month,Credit card,DSL,96.39,1236.54,4,2,1.5,No
CUST02735,Female,0,23,30,Month-to-month,Mailed check,DSL,78.35,2205.25,2,1,4.7,No
CUST02736,Male,0,42,42,Month-to-month,Electronic check,DSL,49.67,2149.61,6,1,0.3,No
CUST02737,Male,1,33,37,Two year,Electronic check,Fiber optic,119.43,4513.13,2,1,0.4,No
CUST02738,Female,0,40,42,Month-to-month,Credit card,Fiber optic,21.91,857.46,1,1,3.7,No
CUST02739,Male,0,70,35,Month-to-month,Credit card,No,34.55,1033.24,1,1,,Yes
CUST02740,Male,0,28,6,One year,Bank transfer,DSL,109.04,639.36,7,2,3.3,No
CUST02741,Female,0,50,68,Month-to-month,Mailed check,Fiber optic,24.18,1641.34,6,3,0.4,No
CUST02742,Male,0,25,18,Month-to-month,Mailed check,DSL,108.46,1774.33,3,1,4.6,No
CUST02743,Female,0,53,29,One year,Electronic check,Fiber optic,90.95,2493.36,4,1,4.0,No
CUST02744,Female,0,67,59,Month-to-month,Credit card,Fiber optic,21.74,1344.7,7,0,0.6,No
CUST02745,Female,0,42,47,One year,Mailed check,DSL,61.79,2803.27,4,0,4.2,No
CUST02746,Female,0,52,17,One year,Mailed check,No,94.96,1485.52,1,2,4.7,No
CUST02747,Male,1,30,22,One year,Mailed check,Fiber optic,77.48,,1,3,7.8,No
CUST02748,Male,1,23,68,One year,Credit card,Fiber optic,113.46,6835.77,4,1,3.9,No
CUST02749,Female,0,52,69,Month-to-month,Electronic check,Fiber optic,106.5,6539.07,4,3,6.1,Yes
CUST02750,Female,0,63,37,Month-to-month,Mailed check,No,51.93,1988.63,3,5,3.0,No
CUST02751,Male,0,56,49,Month-to-month,Credit card,DSL,26.63,1171.56,4,2,2.9,Yes
CUST02752,Male,0,67,13,Two year,Bank transfer,DSL,114.31,1355.49,2,1,3.4,No
CUST02753,Female,0,21,34,One year,Mailed check,DSL,70.76,2306.61,4,4,1.6,No
CUST02754,Male,0,62,53,Month-to-month,Bank transfer,DSL,25.59,1396.87,5,4,0.8,No
CUST02755,Female,1,60,51,Two year,Bank transfer,Fiber optic,101.29,5198.28,4,2,1.6,No
CUST02756,Male,0,59,3,Two year,Mailed check,Fiber optic,106.59,274.6,1,2,2.7,No
CUST02757,Female,1,33,42,One year,Mailed check,DSL,83.22,3455.42,1,1,3.5,No
CUST02758,Female,0,74,32,Month-to-month,Bank transfer,Fiber optic,63.65,,7,1,1.8,No
CUST02759,Female,0,28,51,Month-to-month,Credit card,Fiber optic,85.54,4123.08,5,0,1.2,No
CUST02760,Male,0,41,46,One year,Mailed check,No,90.08,4095.25,2,0,0.9,No
CUST02761,Female,0,31,21,Month-to-month,Credit card,DSL,109.09,2037.17,4,1,0.6,Yes
CUST02762,Female,0,57,44,Two year,Mailed check,No,115.5,5317.29,4,1,1.9,No
CUST02763,Male,0,25,11,One year,Bank transfer,No,70.46,758.83,5,1,3.7,No
CUST02764,Female,0,72,68,Month-to-month,Electronic check,DSL,99.45,6242.77,7,1,5.3,No
CUST02765,Female,0,47,1,Month-to-month,Bank transfer,Fiber optic,116.38,112.89,3,2,1.3,No
CUST02766,Female,0,48,63,Month-to-month,Mailed check,Fiber optic,33.43,1881.36,3,1,2.8,No
CUST02767,Male,0,23,24,Month-to-month,Mailed check,No,19.86,465.57,7,1,1.9,Yes
CUST02768,Female,0,41,13,Month-to-month,Electronic check,DSL,106.63,1186.08,2,2,10.2,No
CUST02769,Female,1,72,11,Two year,Electronic check,DSL,37.92,383.01,4,2,6.4,No
CUST02770,Female,0,18,51,One year,Mailed check,Fiber optic,22.33,1138.26,4,3,6.4,No
CUST02771,Female,0,55,17,Month-to-month,Bank transfer,DSL,34.33,590.38,4,2,2.6,No
CUST02772,Female,0,73,24,Month-to-month,Electronic check,DSL,57.18,1235.89,7,2,1.7,No
CUST02773,Female,0,63,19,Month-to-month,Electronic check,No,40.37,734.72,1,1,3.2,No
CUST02774,Female,0,38,37,One year,Electronic check,Fiber optic,49.14,1737.63,6,2,0.5,No
CUST02775,Male,0,23,8,Two year,Electronic check,Fiber optic,117.48,878.08,3,1,6.4,Yes
CUST02776,Female,0,32,28,Month-to-month,Electronic check,No,89.85,2253.37,7,1,0.9,No
CUST02777,Male,0,49,5,Month-to-month,Electronic check,DSL,90.64,448.96,6,2,5.3,No
CUST02778,Female,0,35,17,Month-to-month,Credit card,Fiber optic,27.66,423.42,5,2,1.1,No
CUST02779,Female,0,64,36,Month-to-month,Bank transfer,Fiber optic,92.67,3443.56,6,3,2.2,Yes
CUST02780,Female,0,49,19,One year,Credit card,DSL,93.41,1696.17,1,2,4.4,No
CUST02781,Female,1,29,64,Month-to-month,Credit card,Fiber optic,85.29,5590.09,1,1,1.5,Yes
CUST02782,Female,0,28,11,One year,Mailed check,No,41.3,412.57,3,1,1.3,No
CUST02783,Male,0,51,54,One year,Mailed check,Fiber optic,61.15,3339.8,4,2,6.6,No
CUST02784,Male,1,19,45,Month-to-month,Bank transfer,DSL,104.32,4096.96,2,2,0.2,No
CUST02785,Female,0,61,47,One year,Credit card,Fiber optic,86.36,4072.58,6,5,5.5,Yes
CUST02786,Male,0,39,12,One year,Bank transfer,DSL,92.74,1032.07,7,2,7.9,No
CUST02787,Male,0,38,21,One year,Bank transfer,DSL,77.91,1544.48,7,1,2.5,No
CUST02788,Female,0,23,11,Month-to-month,Mailed check,Fiber optic,63.86,620.53,5,3,3.6,No
CUST02789,Female,1,23,5,One year,Mailed check,DSL,95.42,407.31,3,2,5.9,Yes
CUST02790,Male,0,29,56,Month-to-month,Mailed check,Fiber optic,24.93,1372.68,2,1,1.7,Yes
CUST02791,Female,0,21,20,Month-to-month,Electronic check,Fiber optic,86.66,1676.95,3,4,6.3,No
CUST02792,Female,1,24,41,Month-to-month,Electronic check,Fiber optic,119.71,4782.88,3,2,1.4,Yes
CUST02793,Male,0,29,46,Month-to-month,Electronic check,Fiber optic,97.58,4044.3,3,2,1.1,No
CUST02794,Male,0,47,12,Month-to-month,Mailed check,DSL,47.64,513.29,3,0,12.3,No
CUST02795,Male,1,26,70,Month-to-month,Electronic check,DSL,46.34,3295.89,4,1,0.1,Yes
CUST02796,Female,0,24,17,Month-to-month,Mailed check,DSL,86.06,1466.31,7,3,1.2,Yes
CUST02797,Female,0,65,19,Month-to-month,Credit card,Fiber optic,109.38,1906.47,1,3,1.8,No
CUST02798,Female,0,64,26,One year,Bank transfer,No,76.95,1955.81,7,0,1.1,No
CUST02799,Female,0,39,48,Month-to-month,Electronic check,No,71.8,3500.27,7,0,1.0,No
CUST02800,Male,1,44,52,Month-to-month,Credit card,No,34.36,1836.33,6,1,1.4,No
CUST02801,Male,0,52,70,One year,Mailed check,DSL,90.98,5420.71,3,1,1.5,No
CUST02802,Female,0,55,55,Month-to-month,Credit card,Fiber optic,89.63,4992.22,2,1,0.2,No
CUST02803,Male,1,41,33,Month-to-month,Bank transfer,Fiber optic,116.63,3541.19,6,1,4.5,No
CUST02804,Female,1,31,62,Month-to-month,Mailed check,Fiber optic,48.62,2995.38,2,2,0.6,No
CUST02805,Male,1,57,23,One year,Bank transfer,Fiber optic,95.16,2022.95,2,4,0.1,Yes
CUST02806,Male,0,53,15,Month-to-month,Credit card,Fiber optic,62.27,907.2,1,2,2.7,No
CUST02807,Male,0,30,27,Month-to-month,Mailed check,DSL,74.96,1982.14,1,3,3.3,No
CUST02808,Female,0,54,64,Month-to-month,Electronic check,DSL,101.28,6034.66,2,2,4.3,No
CUST02809,Female,1,69,51,Month-to-month,Mailed check,Fiber optic,40.64,1974.31,4,2,0.3,Yes
CUST02810,Female,0,67,53,One year,Electronic check,DSL,52.97,2794.11,1,1,0.6,No
CUST02811,Female,0,28,51,Month-to-month,Mailed check,No,96.88,4670.42,1,2,0.6,Yes
CUST02812,Female,0,49,47,Month-to-month,Electronic check,No,76.19,3053.8,4,3,2.7,No
CUST02813,Female,0,22,4,One year,Bank transfer,Fiber optic,27.43,93.55,3,0,6.6,No
CUST02814,Female,0,34,7,Month-to-month,Mailed check,No,61.88,425.48,1,0,3.7,Yes
CUST02815,Male,0,19,35,Two year,Mailed check,DSL,77.84,2777.38,6,0,1.1,No
CUST02816,Male,0,49,48,Month-to-month,Credit card,Fiber optic,110.77,5354.47,2,2,5.8,No
CUST02817,Male,0,40,45,One year,Mailed check,No,37.23,1528.05,2,2,3.3,Yes
CUST02818,Female,0,22,19,Two year,Credit card,Fiber optic,100.21,1797.8,4,1,3.5,No
CUST02819,Male,0,57,63,Month-to-month,Electronic check,No,31.32,1769.59,2,0,9.5,No
CUST02820,Male,1,55,38,One year,Credit card,DSL,42.71,1700.61,7,1,9.0,No
CUST02821,Male,0,25,67,Two year,Mailed check,Fiber optic,42.82,2588.07,5,1,1.5,No
CUST02822,Female,0,44,59,Month-to-month,Credit card,DSL,107.5,5919.15,2,1,3.0,No
CUST02823,Female,0,19,69,Two year,Mailed check,No,38.3,2606.3,4,1,0.7,No
CUST02824,Male,0,57,13,Two year,Mailed check,Fiber optic,98.27,1309.71,4,1,1.6,No
CUST02825,Male,1,74,47,Month-to-month,Mailed check,Fiber optic,65.1,2632.25,4,0,1.0,Yes
CUST02826,Female,0,73,61,Month-to-month,Electronic check,Fiber optic,119.91,6657.7,7,1,1.4,No
CUST02827,Male,0,24,31,Month-to-month,Electronic check,No,103.59,3095.03,6,1,3.4,No
CUST02828,Male,0,57,22,Two year,Bank transfer,Fiber optic,93.45,2001.75,5,3,0.7,Yes
CUST02829,Male,0,67,43,Month-to-month,Electronic check,No,106.81,3968.23,7,1,0.6,Yes
CUST02830,Male,0,39,67,Month-to-month,Bank transfer,DSL,82.67,5443.71,1,0,1.4,Yes
CUST02831,Female,0,24,54,Two year,Electronic check,No,104.05,5369.3,3,1,0.3,No
CUST02832,Male,1,64,10,One year,Mailed check,DSL,44.63,453.23,2,3,5.0,No
CUST02833,Female,1,26,42,Two year,Bank transfer,DSL,27.97,1050.73,6,0,9.5,No
CUST02834,Female,0,63,64,Month-to-month,Electronic check,Fiber optic,80.83,4598.93,1,0,4.8,No
CUST02835,Female,0,62,21,Two year,Bank transfer,Fiber optic,62.34,1320.49,4,2,2.3,Yes
CUST02836,Male,0,52,66,Two year,Bank transfer,No,61.5,4021.55,1,0,3.4,No
CUST02837,Male,0,55,41,Month-to-month,Mailed check,No,71.73,2965.44,7,2,4.9,Yes
CUST02838,Female,1,41,24,Month-to-month,Bank transfer,No,54.86,1325.05,1,1,0.2,No
CUST02839,Female,0,53,35,Two year,Mailed check,No,81.86,2494.93,5,0,1.6,No
CUST02840,Male,0,70,56,Two year,Electronic check,DSL,21.12,1071.21,4,1,0.5,No
CUST02841,Female,1,35,30,Month-to-month,Electronic check,Fiber optic,116.93,3164.19,6,1,0.3,No
CUST02842,Female,1,60,57,Two year,Bank transfer,DSL,112.32,6638.59,6,2,4.3,No
CUST02843,Female,0,43,47,Month-to-month,Credit card,DSL,113.4,5049.95,4,0,5.9,Yes
CUST02844,Male,1,56,35,Two year,Credit card,DSL,55.23,1686.03,2,0,0.3,Yes
CUST02845,Female,0,32,19,Month-to-month,Electronic check,DSL,72.25,1246.34,6,2,0.6,No
CUST02846,Male,0,73,8,Two year,Electronic check,No,115.32,945.05,6,0,0.7,No
CUST02847,Male,0,39,26,Month-to-month,Bank transfer,No,110.04,2916.58,2,1,5.8,Yes
CUST02848,Female,0,42,71,Month-to-month,Electronic check,Fiber optic,98.6,7211.09,2,0,7.3,No
CUST02849,Male,0,60,30,One year,Mailed check,Fiber optic,59.55,1657.35,7,2,,No
CUST02850,Male,0,68,7,Month-to-month,Credit card,Fiber optic,75.56,517.43,6,1,4.8,No
CUST02851,Male,0,42,67,Month-to-month,Mailed check,Fiber optic,98.88,5999.79,6,2,1.3,No
CUST02852,Female,0,58,65,Month-to-month,Credit card,DSL,45.85,2640.99,6,2,1.6,No
CUST02853,Female,0,42,36,One year,Electronic check,DSL,81.9,2519.05,2,0,1.0,No
CUST02854,Male,0,55,25,One year,Electronic check,No,102.45,2291.52,6,0,9.5,No
CUST02855,Female,1,42,37,Month-to-month,Mailed check,DSL,90.16,3238.76,1,2,3.9,No
CUST02856,Female,0,24,1,Month-to-month,Bank transfer,Fiber optic,66.91,68.97,1,2,1.3,Yes
CUST02857,Male,0,57,15,One year,Credit card,Fiber optic,77.63,1020.85,2,1,0.4,No
CUST02858,Female,0,73,37,Month-to-month,Electronic check,No,118.84,4544.83,2,2,0.7,Yes
CUST02859,Female,0,61,13,Month-to-month,Electronic check,Fiber optic,79.4,948.67,2,3,0.7,No
CUST02860,Female,0,41,8,Month-to-month,Mailed check,Fiber optic,98.13,734.3,3,2,2.9,No
CUST02861,Male,0,36,5,Month-to-month,Mailed check,Fiber optic,92.11,425.09,2,1,7.0,No
CUST02862,Male,0,39,60,Two year,Electronic check,Fiber optic,89.55,5006.14,7,3,6.1,No
CUST02863,Male,0,63,1,Two year,Electronic check,Fiber optic,91.07,82.13,3,3,0.2,No
CUST02864,Female,0,40,36,Month-to-month,Electronic check,No,64.35,2292.79,2,1,3.7,No
CUST02865,Male,0,37,35,Month-to-month,Mailed check,Fiber optic,66.36,2326.4,4,4,0.6,Yes
CUST02866,Male,0,37,66,Month-to-month,Electronic check,DSL,65.72,4400.95,5,2,1.1,Yes
CUST02867,Male,0,24,63,Two year,Bank transfer,Fiber optic,21.39,1237.42,6,2,2.4,No
CUST02868,Male,0,51,23,Two year,Electronic check,DSL,42.59,982.44,6,0,5.5,No
CUST02869,Female,0,28,9,Month-to-month,Electronic check,DSL,33.77,297.1,1,0,0.8,Yes
CUST02870,Female,1,60,34,Month-to-month,Electronic check,No,108.42,3839.57,4,2,6.2,No
CUST02871,Male,0,25,46,One year,Mailed check,DSL,46.05,1980.52,5,1,4.0,No
CUST02872,Female,0,55,4,Month-to-month,Credit card,Fiber optic,32.12,134.71,6,3,3.4,No
CUST02873,Male,0,28,30,Two year,Bank transfer,Fiber optic,30.22,904.86,6,2,0.4,No
CUST02874,Female,0,60,3,Two year,Electronic check,DSL,89.4,269.61,3,0,1.9,No
CUST02875,Male,0,42,14,Month-to-month,Bank transfer,Fiber optic,18.62,222.92,1,4,1.0,Yes
CUST02876,Female,0,48,60,Two year,Electronic check,No,66.07,3763.93,3,1,2.7,No
CUST02877,Male,0,54,45,One year,Electronic check,No,30.12,1295.31,7,0,3.4,No
CUST02878,Female,0,43,34,One year,Mailed check,Fiber optic,104.67,3053.86,7,3,0.2,No
CUST02879,Female,0,27,45,Two year,Bank transfer,DSL,115.76,4753.01,3,1,3.1,No
CUST02880,Male,0,50,61,Month-to-month,Mailed check,Fiber optic,115.79,7353.69,1,2,2.1,No
CUST02881,Female,1,24,16,Month-to-month,Bank transfer,DSL,63.08,943.9,5,1,5.5,No
CUST02882,Male,0,53,66,Two year,Bank transfer,No,83.74,4904.19,1,1,4.7,No
CUST02883,Female,0,62,40,Two year,Credit card,Fiber optic,79.17,3016.91,2,1,1.6,No
CUST02884,Female,0,37,17,Two year,Credit card,No,53.7,782.13,3,2,11.2,No
CUST02885,Female,0,32,34,Month-to-month,Mailed check,DSL,63.29,2051.15,2,2,2.7,No
CUST02886,Female,0,33,16,Month-to-month,Bank transfer,No,24.56,380.72,1,2,9.9,No
CUST02887,Male,1,52,60,Month-to-month,Mailed check,DSL,99.16,5482.79,1,1,3.8,No
CUST02888,Female,0,38,66,Month-to-month,Credit card,No,42.56,2816.03,6,1,1.6,No
CUST02889,Male,0,71,66,One year,Electronic check,DSL,64.97,3761.21,7,2,0.8,No
