customer_id,risk_segment,churn,churn_binary,contract_type,monthly_charges,tenure_months,support_tickets,sessions_per_week
CUST01110,High Risk,No,0,Month-to-month,94.19,51,2,1.1
CUST01111,High Risk,Yes,1,Month-to-month,111.42,12,0,1.4
CUST01112,High Risk,No,0,Month-to-month,115.73,19,2,2.7
CUST01113,Medium Risk,No,0,Month-to-month,19.07,44,1,8.0
CUST01114,High Risk,No,0,Month-to-month,119.02,59,1,0.3
CUST01115,Low Risk,No,0,Two year,87.67,49,1,7.6
CUST01116,Low Risk,No,0,One year,83.64,61,1,5.1
CUST01117,Low Risk,No,0,One year,19.55,17,0,2.7
CUST01118,Medium Risk,No,0,One year,105.85,57,0,0.4
CUST01119,Low Risk,No,0,One year,32.84,55,1,5.0
CUST01120,High Risk,No,0,Month-to-month,103.41,47,0,3.5
CUST01121,Medium Risk,No,0,Month-to-month,19.59,12,1,2.1
CUST01122,High Risk,Yes,1,Month-to-month,83.89,62,0,6.5
CUST01123,Medium Risk,No,0,Month-to-month,62.35,8,0,3.3
CUST01124,High Risk,No,0,Month-to-month,38.48,21,2,1.0
CUST01125,High Risk,Yes,1,Month-to-month,28.97,70,1,0.1
CUST01126,Low Risk,No,0,One year,62.89,25,0,4.3
CUST01127,High Risk,No,0,Month-to-month,30.58,12,1,0.9
CUST01128,High Risk,No,0,Month-to-month,67.62,15,2,1.0
CUST01129,Low Risk,No,0,Two year,81.77,59,0,1.8
CUST01130,Critical Risk,Yes,1,Month-to-month,102.39,26,4,4.2
CUST01131,Low Risk,No,0,One year,87.22,26,0,7.7
CUST01132,Medium Risk,No,0,One year,24.65,47,0,0.7
CUST01133,Medium Risk,No,0,Month-to-month,49.36,32,0,6.4
CUST01134,Medium Risk,No,0,Month-to-month,47.37,10,1,2.8
CUST01135,High Risk,No,0,Two year,111.33,16,3,5.8
CUST01136,High Risk,No,0,One year,106.51,71,3,5.7
CUST01137,Medium Risk,No,0,Month-to-month,55.76,17,1,1.5
CUST01138,Medium Risk,No,0,Two year,25.26,23,3,3.4
CUST01139,Critical Risk,Yes,1,Month-to-month,109.2,26,3,8.8
CUST01140,High Risk,No,0,Month-to-month,108.6,7,1,3.3
CUST01141,Low Risk,No,0,One year,105.18,14,1,1.8
CUST01142,Medium Risk,Yes,1,One year,104.2,7,1,1.4
CUST01143,High Risk,Yes,1,Month-to-month,66.99,9,0,0.5
CUST01144,Low Risk,No,0,One year,36.1,48,1,20.0
CUST01145,Low Risk,No,0,Two year,66.7,59,1,3.2
CUST01146,Medium Risk,No,0,One year,68.45,39,1,1.0
CUST01147,High Risk,No,0,Month-to-month,67.97,18,0,0.2
CUST01148,Low Risk,No,0,Two year,72.95,59,1,4.2
CUST01149,Low Risk,No,0,Two year,44.28,17,1,5.8
CUST01150,Low Risk,No,0,One year,55.36,14,2,1.7
CUST01151,Low Risk,No,0,One year,62.29,31,1,
CUST01152,Critical Risk,No,0,Month-to-month,31.37,24,3,1.2
CUST01153,Medium Risk,No,0,Month-to-month,64.45,60,2,4.2
CUST01154,Medium Risk,No,0,One year,100.67,45,1,0.9
CUST01155,Critical Risk,Yes,1,Month-to-month,102.46,3,1,1.2
CUST01156,Low Risk,No,0,Two year,59.98,37,1,2.8
CUST01157,Medium Risk,No,0,Two year,70.92,43,0,0.1
CUST01158,High Risk,No,0,Month-to-month,21.43,40,2,0.7
CUST01159,Medium Risk,Yes,1,One year,86.79,55,1,0.6
CUST01160,High Risk,No,0,Month-to-month,59.27,39,1,1.2
CUST01161,High Risk,Yes,1,Month-to-month,63.44,15,3,4.5
CUST01162,Medium Risk,No,0,One year,107.11,4,1,7.1
CUST01163,Critical Risk,No,0,Month-to-month,65.11,25,4,0.1
CUST01164,Medium Risk,Yes,1,Two year,20.16,13,2,0.9
CUST01165,High Risk,No,0,Two year,41.2,33,3,0.1
CUST01166,Medium Risk,No,0,Month-to-month,66.51,16,1,5.9
CUST01167,Medium Risk,No,0,One year,61.29,42,1,0.7
CUST01168,High Risk,No,0,Month-to-month,105.76,66,1,4.4
CUST01169,High Risk,No,0,Month-to-month,73.3,55,1,0.1
CUST01170,Low Risk,No,0,One year,88.34,42,1,1.5
CUST01171,High Risk,No,0,Two year,65.87,34,3,1.3
CUST01172,Medium Risk,No,0,Two year,62.84,30,4,
CUST01173,Medium Risk,Yes,1,Month-to-month,63.52,13,0,2.5
CUST01174,Medium Risk,No,0,Month-to-month,59.91,13,1,1.5
CUST01175,High Risk,No,0,Month-to-month,72.94,18,3,1.5
CUST01176,High Risk,Yes,1,Two year,43.55,32,3,0.6
CUST01177,Low Risk,No,0,One year,108.89,39,0,1.6
CUST01178,Low Risk,No,0,Two year,51.97,46,2,4.1
CUST01179,High Risk,No,0,Month-to-month,33.05,29,1,1.2
CUST01180,Medium Risk,No,0,Month-to-month,27.85,62,1,5.8
CUST01181,Medium Risk,No,0,One year,19.37,62,0,0.5
CUST01182,Medium Risk,No,0,Two year,61.13,57,5,5.6
CUST01183,Medium Risk,No,0,Month-to-month,37.14,16,2,2.9
CUST01184,Low Risk,No,0,Two year,20.21,56,1,1.7
CUST01185,High Risk,Yes,1,One year,71.04,10,3,0.1
CUST01186,High Risk,No,0,Month-to-month,87.36,30,1,0.4
CUST01187,Low Risk,No,0,One year,26.75,25,2,1.6
CUST01188,High Risk,Yes,1,Month-to-month,65.01,5,2,6.3
CUST01189,High Risk,No,0,Month-to-month,93.85,65,0,9.4
CUST01190,High Risk,No,0,Month-to-month,118.55,49,2,8.0
CUST01191,High Risk,No,0,One year,86.05,3,0,1.0
CUST01192,High Risk,No,0,Month-to-month,42.97,45,1,0.9
CUST01193,High Risk,No,0,Month-to-month,91.09,14,2,4.0
CUST01194,Medium Risk,No,0,One year,78.99,30,3,8.5
CUST01195,High Risk,No,0,Month-to-month,39.6,68,2,0.4
CUST01196,Medium Risk,Yes,1,One year,104.81,18,0,1.4
CUST01197,Medium Risk,Yes,1,One year,61.6,62,5,5.4
CUST01198,Low Risk,No,0,Two year,116.12,37,1,2.0
CUST01199,Low Risk,No,0,One year,91.74,25,0,5.5
CUST01200,Medium Risk,No,0,One year,83.75,48,0,0.4
CUST01201,High Risk,No,0,One year,92.29,65,4,4.5
CUST01202,Medium Risk,Yes,1,Month-to-month,66.77,53,2,1.5
CUST01203,Medium Risk,No,0,Month-to-month,69.53,15,1,3.5
CUST01204,Medium Risk,No,0,One year,104.82,49,0,1.0
CUST01205,Low Risk,No,0,One year,87.45,68,1,3.5
CUST01206,Critical Risk,Yes,1,Month-to-month,109.52,12,4,3.6
CUST01207,Low Risk,No,0,One year,108.86,59,1,1.6
CUST01208,High Risk,Yes,1,Month-to-month,117.6,37,1,10.4
CUST01209,Medium Risk,Yes,1,One year,89.42,61,2,0.1
CUST01210,Medium Risk,No,0,Month-to-month,69.23,43,1,3.4
CUST01211,Medium Risk,No,0,Month-to-month,34.96,70,2,7.2
CUST01212,Low Risk,No,0,Two year,89.95,39,0,5.8
CUST01213,Low Risk,No,0,One year,47.74,56,1,2.5
CUST01214,Low Risk,No,0,Two year,46.86,63,2,6.8
CUST01215,High Risk,No,0,Month-to-month,42.31,46,2,0.3
CUST01216,Low Risk,No,0,Two year,107.26,11,0,2.4
CUST01217,Low Risk,No,0,One year,106.53,62,2,11.9
CUST01218,Low Risk,No,0,One year,82.36,25,1,
CUST01219,Medium Risk,No,0,Month-to-month,66.24,71,2,3.4
CUST01220,High Risk,No,0,Month-to-month,86.56,52,0,0.6
CUST01221,High Risk,No,0,One year,79.94,4,2,0.4
CUST01222,Low Risk,No,0,One year,60.4,59,1,7.7
CUST01223,Medium Risk,Yes,1,Month-to-month,56.72,20,1,6.4
CUST01224,High Risk,No,0,Month-to-month,57.05,63,2,1.1
CUST01225,Low Risk,No,0,One year,78.09,54,2,8.0
CUST01226,Critical Risk,No,0,Month-to-month,84.06,57,3,0.4
CUST01227,Medium Risk,No,0,One year,64.08,41,2,1.0
CUST01228,High Risk,No,0,Month-to-month,116.81,3,1,3.1
CUST01229,Critical Risk,Yes,1,Month-to-month,26.55,6,3,0.6
CUST01230,High Risk,No,0,Month-to-month,53.4,5,0,13.5
CUST01231,Critical Risk,Yes,1,Month-to-month,60.75,5,1,0.8
CUST01232,Medium Risk,Yes,1,One year,19.73,54,2,0.8
CUST01233,Medium Risk,No,0,Month-to-month,55.23,47,1,1.9
CUST01234,Medium Risk,No,0,Month-to-month,45.92,49,1,4.5
CUST01235,Medium Risk,Yes,1,Two year,69.62,9,1,0.4
CUST01236,Medium Risk,No,0,Month-to-month,52.31,20,1,
CUST01237,High Risk,Yes,1,Month-to-month,92.07,61,1,0.3
CUST01238,Medium Risk,No,0,One year,70.01,35,1,0.3
CUST01239,High Risk,Yes,1,Month-to-month,31.24,50,2,0.1
CUST01240,High Risk,No,0,Month-to-month,94.51,62,2,2.4
CUST01241,Medium Risk,No,0,Month-to-month,28.12,17,2,1.7
CUST01242,Critical Risk,No,0,Month-to-month,103.58,3,4,1.1
CUST01243,High Risk,No,0,Month-to-month,113.01,32,2,2.2
CUST01244,Medium Risk,No,0,Two year,50.89,13,3,2.1
CUST01245,High Risk,No,0,Month-to-month,112.47,68,2,
CUST01246,Medium Risk,No,0,One year,98.89,14,0,0.6
CUST01247,High Risk,No,0,Month-to-month,112.09,11,1,6.8
CUST01248,Low Risk,No,0,One year,85.96,56,0,2.9
CUST01249,High Risk,No,0,Month-to-month,42.04,67,1,0.4
CUST01250,Medium Risk,No,0,One year,109.24,29,0,0.9
CUST01251,Medium Risk,No,0,Month-to-month,36.8,9,2,4.3
CUST01252,Low Risk,No,0,Two year,39.73,67,0,4.5
CUST01253,High Risk,No,0,Month-to-month,45.65,25,4,3.9
CUST01254,Low Risk,No,0,Two year,49.03,42,0,4.7
CUST01255,Medium Risk,No,0,Month-to-month,70.48,9,0,2.7
CUST01256,Medium Risk,No,0,One year,90.77,40,0,1.0
CUST01257,High Risk,No,0,Month-to-month,112.47,25,1,1.3
CUST01258,High Risk,No,0,Month-to-month,27.02,5,2,2.1
CUST01259,Medium Risk,No,0,One year,115.35,11,0,0.8
CUST01260,High Risk,No,0,Month-to-month,111.97,59,0,5.8
CUST01261,High Risk,Yes,1,Month-to-month,23.51,38,3,4.1
CUST01262,High Risk,No,0,Month-to-month,54.75,5,2,11.7
CUST01263,High Risk,No,0,Month-to-month,100.94,48,0,1.6
CUST01264,Low Risk,No,0,One year,80.38,18,1,6.1
CUST01265,Critical Risk,Yes,1,Month-to-month,97.47,70,6,4.5
CUST01266,Low Risk,No,0,Two year,91.34,37,0,5.4
CUST01267,Low Risk,No,0,Two year,68.67,60,1,3.5
CUST01268,High Risk,No,0,Month-to-month,22.2,48,1,1.3
CUST01269,High Risk,No,0,Month-to-month,77.6,28,0,0.8
CUST01270,Medium Risk,No,0,Two year,22.95,69,0,1.0
CUST01271,Medium Risk,Yes,1,Month-to-month,79.58,40,0,2.5
CUST01272,Critical Risk,Yes,1,Month-to-month,99.64,45,3,6.4
CUST01273,Low Risk,No,0,One year,77.67,62,1,1.8
CUST01274,Low Risk,No,0,One year,119.7,58,1,2.7
CUST01275,Low Risk,No,0,One year,64.5,67,2,4.0
CUST01276,Critical Risk,No,0,Month-to-month,94.38,56,3,5.8
CUST01277,High Risk,No,0,Month-to-month,86.06,40,2,3.1
CUST01278,High Risk,No,0,Month-to-month,119.13,40,1,3.0
CUST01279,Critical Risk,Yes,1,Month-to-month,90.75,33,3,13.2
CUST01280,High Risk,No,0,Month-to-month,34.73,6,1,6.0
CUST01281,Low Risk,No,0,One year,115.46,19,1,4.0
CUST01282,High Risk,No,0,Month-to-month,86.11,40,0,5.4
CUST01283,Medium Risk,No,0,Month-to-month,24.05,59,1,20.0
CUST01284,High Risk,No,0,Month-to-month,85.07,59,1,2.1
CUST01285,Low Risk,No,0,Two year,108.08,48,2,3.7
CUST01286,Medium Risk,No,0,One year,76.86,41,3,5.0
CUST01287,Medium Risk,Yes,1,One year,54.11,13,4,1.8
CUST01288,Low Risk,No,0,One year,101.73,45,1,9.3
CUST01289,High Risk,No,0,Month-to-month,97.82,53,0,1.4
CUST01290,Medium Risk,No,0,Two year,73.51,42,1,0.8
CUST01291,Medium Risk,No,0,Month-to-month,33.74,63,1,3.4
CUST01292,High Risk,No,0,Month-to-month,43.6,27,2,0.3
CUST01293,Medium Risk,No,0,Two year,93.33,38,2,0.4
CUST01294,Critical Risk,No,0,Month-to-month,100.22,60,4,10.6
CUST01295,Medium Risk,Yes,1,Two year,46.49,7,2,1.0
CUST01296,Critical Risk,No,0,Month-to-month,55.53,5,0,0.1
CUST01297,Medium Risk,Yes,1,Month-to-month,25.92,45,2,1.9
CUST01298,High Risk,No,0,Two year,90.77,58,3,6.1
CUST01299,Medium Risk,No,0,Two year,18.36,31,1,1.2
CUST01300,Low Risk,No,0,Two year,22.75,23,0,1.6
CUST01301,High Risk,No,0,Month-to-month,18.44,42,1,0.5
CUST01302,Medium Risk,No,0,One year,83.82,10,1,1.3
CUST01303,Medium Risk,No,0,Month-to-month,60.57,32,0,10.1
CUST01304,Low Risk,No,0,One year,48.35,53,1,6.3
CUST01305,Low Risk,No,0,One year,111.1,30,0,4.0
CUST01306,Low Risk,No,0,Two year,37.67,39,2,4.6
CUST01307,Low Risk,No,0,Two year,57.72,31,2,3.3
CUST01308,Critical Risk,No,0,Month-to-month,113.91,2,0,0.4
CUST01309,High Risk,No,0,Month-to-month,61.56,12,0,0.4
CUST01310,Medium Risk,No,0,Month-to-month,74.58,39,1,2.3
CUST01311,Medium Risk,No,0,Month-to-month,26.19,66,2,2.7
CUST01312,Critical Risk,No,0,Month-to-month,98.6,13,4,10.7
CUST01313,Medium Risk,No,0,Month-to-month,61.12,46,1,1.8
CUST01314,High Risk,No,0,One year,99.65,27,4,7.5
CUST01315,Medium Risk,No,0,Month-to-month,43.89,17,2,13.9
CUST01316,Medium Risk,No,0,Month-to-month,61.09,60,1,5.6
CUST01317,High Risk,No,0,Month-to-month,98.23,64,0,1.5
CUST01318,Critical Risk,Yes,1,Month-to-month,117.34,35,4,4.2
CUST01319,Medium Risk,No,0,Month-to-month,24.08,70,0,2.4
CUST01320,Medium Risk,Yes,1,One year,100.87,30,1,0.7
CUST01321,Medium Risk,No,0,One year,48.67,71,1,0.4
CUST01322,Medium Risk,No,0,Two year,74.18,63,1,0.2
CUST01323,High Risk,No,0,Two year,47.59,28,4,1.2
CUST01324,Critical Risk,Yes,1,Month-to-month,80.57,60,4,3.5
CUST01325,Medium Risk,Yes,1,Month-to-month,54.09,37,2,7.4
CUST01326,Medium Risk,No,0,One year,52.03,22,2,1.2
CUST01327,Medium Risk,No,0,Month-to-month,21.87,68,1,2.3
CUST01328,Medium Risk,No,0,Month-to-month,32.99,20,0,1.9
CUST01329,High Risk,No,0,Month-to-month,111.54,68,1,0.3
CUST01330,High Risk,No,0,Month-to-month,119.82,64,0,4.3
CUST01331,High Risk,Yes,1,Month-to-month,97.61,17,0,2.2
CUST01332,Low Risk,No,0,Two year,47.25,12,0,7.5
CUST01333,Medium Risk,No,0,Month-to-month,59.05,22,1,5.4
CUST01334,High Risk,Yes,1,One year,93.43,17,3,1.0
CUST01335,Medium Risk,Yes,1,One year,116.79,10,2,1.1
CUST01336,Medium Risk,No,0,Month-to-month,64.46,65,0,2.3
CUST01337,Medium Risk,No,0,One year,102.61,22,1,0.4
CUST01338,Medium Risk,No,0,One year,117.46,50,0,0.9
CUST01339,Critical Risk,Yes,1,Month-to-month,107.09,14,3,5.2
CUST01340,High Risk,No,0,Month-to-month,41.17,64,0,0.5
CUST01341,Low Risk,No,0,One year,18.82,47,2,2.4
CUST01342,Medium Risk,No,0,Month-to-month,68.19,29,2,1.5
CUST01343,High Risk,Yes,1,Month-to-month,72.2,36,0,0.7
CUST01344,Medium Risk,No,0,Month-to-month,38.53,52,2,10.5
CUST01345,Low Risk,No,0,Two year,47.04,7,0,5.2
CUST01346,High Risk,No,0,Month-to-month,96.05,29,1,0.9
CUST01347,High Risk,No,0,Month-to-month,65.98,11,3,4.6
CUST01348,High Risk,No,0,Month-to-month,50.37,33,1,0.1
CUST01349,Critical Risk,Yes,1,Month-to-month,81.51,6,4,1.0
CUST01350,Medium Risk,No,0,One year,84.58,32,2,0.3
CUST01351,High Risk,No,0,Month-to-month,96.48,51,2,1.7
CUST01352,Low Risk,No,0,Two year,33.98,58,1,3.0
CUST01353,High Risk,No,0,Month-to-month,93.63,26,2,0.6
CUST01354,High Risk,Yes,1,One year,79.14,46,3,0.8
CUST01355,Medium Risk,No,0,Month-to-month,23.87,29,2,1.5
CUST01356,Medium Risk,No,0,One year,97.3,4,1,3.0
CUST01357,Medium Risk,No,0,One year,57.07,13,0,1.1
CUST01358,Medium Risk,No,0,Month-to-month,51.7,39,2,2.8
CUST01359,Medium Risk,No,0,One year,63.7,15,1,1.3
CUST01360,High Risk,No,0,Month-to-month,53.31,29,2,0.9
CUST01361,Medium Risk,No,0,One year,52.51,29,3,5.8
CUST01362,High Risk,No,0,Month-to-month,100.42,32,0,1.4
CUST01363,High Risk,No,0,One year,30.7,2,3,7.5
CUST01364,High Risk,Yes,1,Month-to-month,117.0,47,2,1.1
CUST01365,Medium Risk,No,0,One year,74.6,22,4,2.3
CUST01366,High Risk,No,0,Two year,36.66,27,3,0.2
CUST01367,Medium Risk,No,0,Month-to-month,31.38,67,2,3.4
CUST01368,Low Risk,No,0,Two year,78.33,56,0,4.8
CUST01369,Low Risk,Yes,1,One year,82.57,21,1,10.7
CUST01370,Low Risk,No,0,One year,23.41,47,1,5.4
CUST01371,High Risk,Yes,1,Month-to-month,42.79,59,0,1.1
CUST01372,Critical Risk,Yes,1,Month-to-month,99.14,6,3,2.4
CUST01373,High Risk,Yes,1,Month-to-month,23.06,19,4,2.7
CUST01374,High Risk,Yes,1,Month-to-month,105.22,57,2,0.2
CUST01375,Medium Risk,No,0,Two year,85.13,69,2,0.2
CUST01376,Critical Risk,Yes,1,Month-to-month,62.31,3,0,1.2
CUST01377,Medium Risk,No,0,One year,53.34,1,0,4.1
CUST01378,High Risk,No,0,Month-to-month,19.96,58,1,1.0
CUST01379,High Risk,No,0,Two year,102.17,38,4,6.2
CUST01380,High Risk,No,0,Month-to-month,32.56,15,4,3.1
CUST01381,Medium Risk,No,0,Month-to-month,49.57,34,0,1.9
CUST01382,Medium Risk,No,0,One year,76.05,61,3,2.3
CUST01383,Medium Risk,No,0,One year,43.09,35,1,1.2
CUST01384,Low Risk,No,0,Two year,68.71,64,2,10.9
CUST01385,Medium Risk,No,0,One year,100.55,25,1,0.6
CUST01386,High Risk,Yes,1,Month-to-month,65.99,24,3,5.9
CUST01387,Low Risk,No,0,Two year,114.8,12,0,3.4
CUST01388,High Risk,Yes,1,Month-to-month,104.45,18,2,3.7
CUST01389,Medium Risk,No,0,Month-to-month,51.97,15,1,5.4
CUST01390,Medium Risk,No,0,Two year,58.8,27,2,0.4
CUST01391,Low Risk,No,0,One year,61.18,60,2,3.6
CUST01392,High Risk,Yes,1,Two year,81.87,46,3,4.5
CUST01393,Medium Risk,No,0,Month-to-month,47.25,17,0,12.5
CUST01394,High Risk,No,0,One year,116.86,53,3,4.1
CUST01395,Low Risk,Yes,1,One year,80.09,8,2,9.1
CUST01396,High Risk,No,0,Month-to-month,58.74,27,3,5.7
CUST01397,High Risk,No,0,Month-to-month,83.79,46,1,6.3
CUST01398,Medium Risk,No,0,Month-to-month,58.33,50,1,7.5
CUST01399,High Risk,No,0,Month-to-month,101.42,71,0,2.3
CUST01400,Medium Risk,No,0,One year,75.92,3,1,3.7
CUST01401,High Risk,No,0,Month-to-month,22.28,64,0,0.4
CUST01402,High Risk,No,0,Month-to-month,36.03,44,0,1.3
CUST01403,High Risk,No,0,Month-to-month,106.23,53,2,6.3
CUST01404,Low Risk,No,0,Two year,75.42,24,1,11.4
CUST01405,Medium Risk,No,0,One year,114.94,60,1,0.4
CUST01406,Medium Risk,No,0,Two year,25.39,3,1,2.6
CUST01407,Low Risk,No,0,Two year,48.12,20,2,4.0
CUST01408,Low Risk,No,0,Two year,37.74,46,0,2.2
CUST01409,Critical Risk,No,0,Month-to-month,74.49,15,3,0.8
CUST01410,Medium Risk,No,0,One year,57.04,25,2,0.1
CUST01411,Medium Risk,No,0,Month-to-month,34.04,71,0,9.1
CUST01412,Medium Risk,No,0,Two year,83.56,17,0,0.8
CUST01413,Medium Risk,No,0,Two year,72.7,9,1,1.1
CUST01414,Medium Risk,No,0,Month-to-month,46.02,38,1,3.1
CUST01415,Low Risk,No,0,One year,66.94,48,2,1.7
CUST01416,Low Risk,No,0,Two year,94.07,60,1,1.7
CUST01417,High Risk,Yes,1,Month-to-month,38.94,63,0,0.3
CUST01418,High Risk,Yes,1,Month-to-month,47.88,2,2,14.4
CUST01419,Critical Risk,No,0,Month-to-month,53.3,11,5,1.0
CUST01420,High Risk,No,0,One year,94.17,64,3,0.3
CUST01421,Low Risk,No,0,Two year,104.39,21,1,3.4
CUST01422,Medium Risk,No,0,Month-to-month,56.39,18,2,4.2
CUST01423,Medium Risk,No,0,Two year,48.26,64,2,0.1
CUST01424,Critical Risk,No,0,Month-to-month,108.72,38,4,0.9
CUST01425,Medium Risk,Yes,1,One year,119.94,32,2,0.6
CUST01426,High Risk,No,0,Two year,86.38,11,3,
CUST01427,Medium Risk,No,0,Two year,118.98,45,0,0.6
CUST01428,High Risk,No,0,Month-to-month,85.32,33,2,0.8
CUST01429,Low Risk,No,0,Two year,92.81,41,1,13.0
CUST01430,High Risk,No,0,Month-to-month,57.64,8,3,
CUST01431,Medium Risk,Yes,1,Month-to-month,62.16,11,1,1.5
CUST01432,Low Risk,No,0,One year,32.7,51,2,4.2
CUST01433,High Risk,Yes,1,Month-to-month,101.92,41,2,1.9
CUST01434,High Risk,No,0,Month-to-month,112.97,17,2,0.7
CUST01435,Low Risk,No,0,Two year,81.59,46,0,2.0
CUST01436,Medium Risk,No,0,Month-to-month,53.05,32,1,4.4
CUST01437,Critical Risk,Yes,1,Month-to-month,33.71,54,4,0.6
CUST01438,Low Risk,No,0,Two year,45.05,20,1,2.0
CUST01439,High Risk,No,0,Month-to-month,44.05,33,2,0.4
CUST01440,Low Risk,No,0,Two year,80.58,40,2,5.5
CUST01441,Low Risk,No,0,Two year,114.39,32,1,5.1
CUST01442,Medium Risk,No,0,One year,22.92,2,1,3.4
CUST01443,High Risk,No,0,Month-to-month,18.1,33,3,7.6
CUST01444,Low Risk,No,0,One year,79.22,30,2,1.5
CUST01445,High Risk,No,0,Month-to-month,46.97,33,1,0.4
CUST01446,High Risk,No,0,Month-to-month,107.82,26,2,11.1
CUST01447,Low Risk,No,0,One year,51.38,22,0,2.2
CUST01448,High Risk,Yes,1,Month-to-month,47.55,66,3,1.9
CUST01449,High Risk,No,0,Month-to-month,45.49,38,1,0.2
CUST01450,Medium Risk,No,0,Month-to-month,32.77,46,0,2.5
CUST01451,Low Risk,No,0,One year,77.32,15,0,3.1
CUST01452,High Risk,Yes,1,Month-to-month,35.16,44,3,1.9
CUST01453,Medium Risk,Yes,1,Month-to-month,61.31,49,1,7.2
CUST01454,Medium Risk,No,0,Month-to-month,65.02,61,1,4.1
CUST01455,Medium Risk,No,0,Two year,20.09,67,2,0.1
CUST01456,Medium Risk,No,0,Two year,19.71,6,1,2.3
CUST01457,Medium Risk,No,0,Month-to-month,71.06,9,2,15.2
CUST01458,Critical Risk,Yes,1,Month-to-month,89.0,6,0,0.7
CUST01459,High Risk,No,0,Month-to-month,114.1,32,1,2.9
CUST01460,High Risk,Yes,1,Month-to-month,36.27,41,2,1.0
CUST01461,Medium Risk,Yes,1,One year,28.53,8,1,1.4
CUST01462,High Risk,Yes,1,Month-to-month,23.31,50,1,0.1
CUST01463,Medium Risk,No,0,Month-to-month,62.48,62,0,3.5
CUST01464,High Risk,Yes,1,Month-to-month,81.56,62,1,4.4
CUST01465,Low Risk,No,0,Two year,103.74,7,2,4.4
CUST01466,High Risk,No,0,Month-to-month,87.63,4,2,10.6
CUST01467,High Risk,No,0,Month-to-month,39.25,6,2,5.5
CUST01468,High Risk,No,0,One year,65.1,58,3,0.7
CUST01469,Medium Risk,No,0,One year,110.86,22,2,0.8
CUST01470,High Risk,Yes,1,Month-to-month,51.33,26,3,4.4
CUST01471,Medium Risk,No,0,One year,68.87,3,1,4.5
CUST01472,High Risk,No,0,Month-to-month,115.77,41,0,0.4
CUST01473,High Risk,No,0,One year,92.94,60,3,0.1
CUST01474,High Risk,No,0,Month-to-month,94.27,14,1,1.5
CUST01475,Medium Risk,No,0,Two year,43.74,12,5,3.6
CUST01476,Medium Risk,No,0,Month-to-month,60.3,12,2,6.0
CUST01477,High Risk,Yes,1,Month-to-month,26.4,13,2,0.5
CUST01478,Low Risk,No,0,Two year,79.87,25,2,5.1
CUST01479,Low Risk,No,0,Two year,28.58,45,0,3.5
CUST01480,High Risk,Yes,1,One year,103.26,19,3,0.5
CUST01481,High Risk,Yes,1,Month-to-month,101.08,55,2,6.2
CUST01482,Medium Risk,No,0,Month-to-month,72.43,45,2,8.1
CUST01483,Medium Risk,No,0,One year,32.4,8,1,0.9
CUST01484,High Risk,No,0,Two year,20.61,53,4,0.5
CUST01485,High Risk,Yes,1,Month-to-month,99.26,55,2,10.3
CUST01486,High Risk,No,0,Month-to-month,79.21,32,1,0.1
CUST01487,Low Risk,No,0,Two year,90.51,51,1,8.9
CUST01488,Medium Risk,No,0,One year,48.99,44,1,0.7
CUST01489,Low Risk,No,0,Two year,69.97,70,2,1.7
CUST01490,High Risk,Yes,1,Month-to-month,94.21,18,1,1.1
CUST01491,High Risk,No,0,Month-to-month,65.18,22,2,0.5
CUST01492,High Risk,Yes,1,Month-to-month,79.34,37,0,1.3
CUST01493,Critical Risk,Yes,1,Month-to-month,98.55,56,3,2.3
CUST01494,High Risk,Yes,1,Month-to-month,39.95,59,0,0.3
CUST01495,High Risk,No,0,Month-to-month,24.72,3,2,5.0
CUST01496,Low Risk,No,0,One year,72.25,28,2,4.8
CUST01497,Low Risk,No,0,Two year,24.34,35,1,4.8
CUST01498,High Risk,No,0,Month-to-month,96.19,61,0,3.5
CUST01499,High Risk,No,0,Month-to-month,91.36,54,1,1.8
CUST01500,Critical Risk,Yes,1,Month-to-month,107.93,63,4,5.4
CUST01501,High Risk,No,0,Month-to-month,83.24,7,2,5.7
CUST01502,Medium Risk,No,0,Two year,24.85,49,1,1.0
CUST01503,Medium Risk,No,0,Month-to-month,43.82,31,1,2.0
CUST01504,High Risk,No,0,Month-to-month,100.41,58,0,0.7
CUST01505,Medium Risk,Yes,1,Two year,35.05,61,1,0.9
CUST01506,Medium Risk,No,0,Two year,89.25,24,2,0.8
CUST01507,Low Risk,No,0,One year,97.59,20,0,5.3
CUST01508,Critical Risk,Yes,1,Month-to-month,51.67,37,3,0.9
CUST01509,Medium Risk,No,0,Two year,50.87,4,0,2.4
CUST01510,Medium Risk,Yes,1,Month-to-month,74.9,20,0,3.0
CUST01511,Low Risk,No,0,One year,105.85,60,2,4.1
CUST01512,High Risk,No,0,Month-to-month,40.84,24,1,0.1
CUST01513,High Risk,No,0,Month-to-month,114.01,50,1,1.9
CUST01514,Medium Risk,No,0,Two year,79.11,49,1,1.0
CUST01515,High Risk,No,0,Month-to-month,119.2,51,2,5.4
CUST01516,High Risk,No,0,Month-to-month,27.14,36,2,0.1
CUST01517,High Risk,No,0,One year,30.91,66,5,0.7
CUST01518,Medium Risk,No,0,Two year,102.32,34,2,1.1
CUST01519,High Risk,No,0,Month-to-month,106.21,36,1,0.2
CUST01520,High Risk,No,0,Month-to-month,63.44,6,2,1.5
CUST01521,High Risk,No,0,Month-to-month,90.84,39,1,4.1
CUST01522,Medium Risk,No,0,Two year,106.49,42,0,0.7
