customer_id,gender,senior_citizen,age,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,num_services,support_tickets,sessions_per_week,churn,churn_binary,risk_segment
CUST01114,Male,0,65,59,Month-to-month,Bank transfer,No,119.02,,1,1,0.3,No,0,High Risk
CUST01120,Female,0,71,47,Month-to-month,Bank transfer,Fiber optic,103.41,4644.76,7,0,3.5,No,0,High Risk
CUST01122,Male,0,49,62,Month-to-month,Electronic check,DSL,83.89,5401.03,7,0,6.5,Yes,1,High Risk
CUST01124,Male,0,58,21,Month-to-month,Bank transfer,Fiber optic,38.48,821.19,6,2,1.0,No,0,High Risk
CUST01125,Male,0,41,70,Month-to-month,Credit card,DSL,28.97,1801.4,6,1,0.1,Yes,1,High Risk
CUST01127,Male,0,67,12,Month-to-month,Bank transfer,No,30.58,347.72,7,1,0.9,No,0,High Risk
CUST01128,Male,0,20,15,Month-to-month,Credit card,DSL,67.62,1045.84,1,2,1.0,No,0,High Risk
CUST01130,Male,0,31,26,Month-to-month,Bank transfer,DSL,102.39,2783.23,3,4,4.2,Yes,1,Critical Risk
CUST01135,Male,1,22,16,Two year,Electronic check,No,111.33,1816.8,4,3,5.8,No,0,High Risk
CUST01136,Male,0,30,71,One year,Credit card,No,106.51,7421.42,7,3,5.7,No,0,High Risk
CUST01139,Female,0,57,26,Month-to-month,Mailed check,Fiber optic,109.2,2773.8,4,3,8.8,Yes,1,Critical Risk
CUST01140,Male,0,68,7,Month-to-month,Electronic check,Fiber optic,108.6,679.09,3,1,3.3,No,0,High Risk
CUST01143,Female,0,26,9,Month-to-month,Electronic check,No,66.99,589.6,2,0,0.5,Yes,1,High Risk
CUST01147,Male,0,29,18,Month-to-month,Credit card,DSL,67.97,1250.91,2,0,0.2,No,0,High Risk
CUST01152,Male,1,50,24,Month-to-month,Mailed check,Fiber optic,31.37,747.26,4,3,1.2,No,0,Critical Risk
CUST01155,Male,0,31,3,Month-to-month,Electronic check,DSL,102.46,278.59,3,1,1.2,Yes,1,Critical Risk
CUST01158,Male,0,62,40,Month-to-month,Electronic check,Fiber optic,21.43,818.72,2,2,0.7,No,0,High Risk
CUST01160,Female,0,25,39,Month-to-month,Mailed check,DSL,59.27,2148.03,3,1,1.2,No,0,High Risk
CUST01161,Male,0,34,15,Month-to-month,Electronic check,Fiber optic,63.44,897.15,3,3,4.5,Yes,1,High Risk
CUST01163,Male,0,71,25,Month-to-month,Mailed check,No,65.11,1581.41,6,4,0.1,No,0,Critical Risk
CUST01165,Female,0,32,33,Two year,Credit card,DSL,41.2,1272.52,1,3,0.1,No,0,High Risk
CUST01168,Male,1,69,66,Month-to-month,Electronic check,DSL,105.76,6755.62,1,1,4.4,No,0,High Risk
CUST01169,Female,1,46,55,Month-to-month,Bank transfer,No,73.3,3897.33,3,1,0.1,No,0,High Risk
CUST01171,Female,1,25,34,Two year,Bank transfer,DSL,65.87,2004.23,3,3,1.3,No,0,High Risk
CUST01175,Male,0,45,18,Month-to-month,Bank transfer,Fiber optic,72.94,1225.08,6,3,1.5,No,0,High Risk
CUST01176,Female,0,39,32,Two year,Credit card,DSL,43.55,1432.11,7,3,0.6,Yes,1,High Risk
CUST01179,Male,0,55,29,Month-to-month,Credit card,DSL,33.05,873.95,6,1,1.2,No,0,High Risk
CUST01185,Female,0,49,10,One year,Credit card,DSL,71.04,607.52,4,3,0.1,Yes,1,High Risk
CUST01186,Female,0,43,30,Month-to-month,Credit card,Fiber optic,87.36,2479.94,1,1,0.4,No,0,High Risk
CUST01188,Male,0,49,5,Month-to-month,Electronic check,DSL,65.01,303.17,5,2,6.3,Yes,1,High Risk
CUST01189,Male,1,52,65,Month-to-month,Mailed check,No,93.85,6230.1,7,0,9.4,No,0,High Risk
CUST01190,Female,1,19,49,Month-to-month,Electronic check,DSL,118.55,5831.72,1,2,8.0,No,0,High Risk
CUST01191,Female,0,20,3,One year,Credit card,Fiber optic,86.05,231.92,2,0,1.0,No,0,High Risk
CUST01192,Female,0,50,45,Month-to-month,Bank transfer,DSL,42.97,2024.51,6,1,0.9,No,0,High Risk
CUST01193,Male,0,24,14,Month-to-month,Electronic check,DSL,91.09,1314.34,7,2,4.0,No,0,High Risk
CUST01195,Female,0,65,68,Month-to-month,Bank transfer,Fiber optic,39.6,2574.4,7,2,0.4,No,0,High Risk
CUST01201,Male,0,35,65,One year,Electronic check,Fiber optic,92.29,6152.87,6,4,4.5,No,0,High Risk
CUST01206,Female,0,65,12,Month-to-month,Mailed check,Fiber optic,109.52,1229.27,2,4,3.6,Yes,1,Critical Risk
CUST01208,Female,0,41,37,Month-to-month,Mailed check,Fiber optic,117.6,4375.81,1,1,10.4,Yes,1,High Risk
CUST01215,Female,0,34,46,Month-to-month,Bank transfer,DSL,42.31,2011.52,2,2,0.3,No,0,High Risk
CUST01220,Male,1,27,52,Month-to-month,Electronic check,DSL,86.56,3993.05,7,0,0.6,No,0,High Risk
CUST01221,Female,0,49,4,One year,Credit card,No,79.94,324.49,6,2,0.4,No,0,High Risk
CUST01224,Male,1,69,63,Month-to-month,Electronic check,No,57.05,3226.13,6,2,1.1,No,0,High Risk
CUST01226,Female,0,60,57,Month-to-month,Electronic check,No,84.06,4895.24,6,3,0.4,No,0,Critical Risk
CUST01228,Male,0,30,3,Month-to-month,Mailed check,No,116.81,,7,1,3.1,No,0,High Risk
CUST01229,Female,1,36,6,Month-to-month,Mailed check,No,26.55,160.05,4,3,0.6,Yes,1,Critical Risk
CUST01230,Male,1,63,5,Month-to-month,Mailed check,No,53.4,273.86,1,0,13.5,No,0,High Risk
CUST01231,Male,0,72,5,Month-to-month,Mailed check,DSL,60.75,296.1,1,1,0.8,Yes,1,Critical Risk
CUST01237,Female,0,47,61,Month-to-month,Bank transfer,DSL,92.07,5231.59,5,1,0.3,Yes,1,High Risk
CUST01239,Male,0,48,50,Month-to-month,Electronic check,Fiber optic,31.24,1418.99,4,2,0.1,Yes,1,High Risk
CUST01240,Male,0,68,62,Month-to-month,Credit card,Fiber optic,94.51,5602.51,6,2,2.4,No,0,High Risk
CUST01242,Female,0,29,3,Month-to-month,Bank transfer,DSL,103.58,264.34,7,4,1.1,No,0,Critical Risk
CUST01243,Male,0,36,32,Month-to-month,Credit card,No,113.01,3737.32,1,2,2.2,No,0,High Risk
CUST01245,Male,0,67,68,Month-to-month,Mailed check,Fiber optic,112.47,6839.57,4,2,,No,0,High Risk
CUST01247,Female,0,58,11,Month-to-month,Electronic check,Fiber optic,112.09,1258.49,1,1,6.8,No,0,High Risk
CUST01249,Female,1,32,67,Month-to-month,Bank transfer,Fiber optic,42.04,2537.54,2,1,0.4,No,0,High Risk
CUST01253,Male,0,30,25,Month-to-month,Bank transfer,Fiber optic,45.65,1108.09,1,4,3.9,No,0,High Risk
CUST01257,Female,0,55,25,Month-to-month,Bank transfer,Fiber optic,112.47,2743.15,4,1,1.3,No,0,High Risk
CUST01258,Male,1,47,5,Month-to-month,Bank transfer,DSL,27.02,138.57,4,2,2.1,No,0,High Risk
CUST01260,Male,0,61,59,Month-to-month,Mailed check,Fiber optic,111.97,6050.88,7,0,5.8,No,0,High Risk
CUST01261,Female,0,72,38,Month-to-month,Mailed check,Fiber optic,23.51,854.48,2,3,4.1,Yes,1,High Risk
CUST01262,Male,0,32,5,Month-to-month,Electronic check,Fiber optic,54.75,237.41,7,2,11.7,No,0,High Risk
CUST01263,Male,0,21,48,Month-to-month,Credit card,DSL,100.94,4341.4,7,0,1.6,No,0,High Risk
CUST01265,Male,0,61,70,Month-to-month,Credit card,Fiber optic,97.47,6702.1,3,6,4.5,Yes,1,Critical Risk
CUST01268,Male,1,57,48,Month-to-month,Mailed check,Fiber optic,22.2,936.02,2,1,1.3,No,0,High Risk
CUST01269,Male,0,63,28,Month-to-month,Mailed check,Fiber optic,77.6,2218.78,2,0,0.8,No,0,High Risk
CUST01272,Male,0,38,45,Month-to-month,Mailed check,Fiber optic,99.64,4355.56,4,3,6.4,Yes,1,Critical Risk
CUST01276,Male,0,24,56,Month-to-month,Mailed check,DSL,94.38,5344.89,4,3,5.8,No,0,Critical Risk
CUST01277,Male,1,59,40,Month-to-month,Mailed check,Fiber optic,86.06,3450.35,1,2,3.1,No,0,High Risk
CUST01278,Female,1,46,40,Month-to-month,Bank transfer,Fiber optic,119.13,4754.53,6,1,3.0,No,0,High Risk
CUST01279,Male,0,27,33,Month-to-month,Electronic check,DSL,90.75,2994.64,4,3,13.2,Yes,1,Critical Risk
CUST01280,Female,0,71,6,Month-to-month,Bank transfer,Fiber optic,34.73,183.12,6,1,6.0,No,0,High Risk
CUST01282,Male,0,39,40,Month-to-month,Electronic check,DSL,86.11,3521.21,3,0,5.4,No,0,High Risk
CUST01284,Male,0,35,59,Month-to-month,Electronic check,Fiber optic,85.07,4950.19,6,1,2.1,No,0,High Risk
CUST01289,Male,0,51,53,Month-to-month,Bank transfer,DSL,97.82,5353.51,7,0,1.4,No,0,High Risk
CUST01292,Female,0,25,27,Month-to-month,Electronic check,Fiber optic,43.6,1064.36,4,2,0.3,No,0,High Risk
CUST01294,Male,0,42,60,Month-to-month,Credit card,Fiber optic,100.22,5736.97,5,4,10.6,No,0,Critical Risk
CUST01296,Male,0,60,5,Month-to-month,Bank transfer,No,55.53,281.27,4,0,0.1,No,0,Critical Risk
CUST01298,Male,1,28,58,Two year,Bank transfer,DSL,90.77,5129.0,5,3,6.1,No,0,High Risk
CUST01301,Male,0,57,42,Month-to-month,Bank transfer,No,18.44,727.57,1,1,0.5,No,0,High Risk
CUST01308,Male,0,21,2,Month-to-month,Electronic check,Fiber optic,113.91,209.9,5,0,0.4,No,0,Critical Risk
CUST01309,Female,0,45,12,Month-to-month,Electronic check,DSL,61.56,759.25,5,0,0.4,No,0,High Risk
CUST01312,Male,0,44,13,Month-to-month,Electronic check,No,98.6,1183.85,3,4,10.7,No,0,Critical Risk
CUST01314,Female,0,23,27,One year,Mailed check,DSL,99.65,2510.9,5,4,7.5,No,0,High Risk
CUST01317,Male,1,73,64,Month-to-month,Credit card,Fiber optic,98.23,5931.21,1,0,1.5,No,0,High Risk
CUST01318,Female,0,46,35,Month-to-month,Electronic check,Fiber optic,117.34,3647.72,7,4,4.2,Yes,1,Critical Risk
CUST01323,Male,0,48,28,Two year,Bank transfer,Fiber optic,47.59,1249.64,3,4,1.2,No,0,High Risk
CUST01324,Male,0,18,60,Month-to-month,Electronic check,No,80.57,4966.28,6,4,3.5,Yes,1,Critical Risk
CUST01329,Female,0,44,68,Month-to-month,Electronic check,Fiber optic,111.54,6963.61,5,1,0.3,No,0,High Risk
CUST01330,Female,0,35,64,Month-to-month,Bank transfer,Fiber optic,119.82,7765.4,2,0,4.3,No,0,High Risk
CUST01331,Female,1,33,17,Month-to-month,Mailed check,Fiber optic,97.61,1539.29,7,0,2.2,Yes,1,High Risk
CUST01334,Male,0,55,17,One year,Electronic check,Fiber optic,93.43,1641.0,2,3,1.0,Yes,1,High Risk
CUST01339,Female,0,61,14,Month-to-month,Mailed check,Fiber optic,107.09,1453.85,6,3,5.2,Yes,1,Critical Risk
CUST01340,Male,0,18,64,Month-to-month,Electronic check,DSL,41.17,2333.79,4,0,0.5,No,0,High Risk
CUST01343,Female,0,66,36,Month-to-month,Credit card,DSL,72.2,2698.42,6,0,0.7,Yes,1,High Risk
CUST01346,Male,0,18,29,Month-to-month,Credit card,Fiber optic,96.05,2701.54,1,1,0.9,No,0,High Risk
CUST01347,Female,0,59,11,Month-to-month,Credit card,Fiber optic,65.98,650.72,1,3,4.6,No,0,High Risk
CUST01348,Female,0,26,33,Month-to-month,Electronic check,No,50.37,1500.65,7,1,0.1,No,0,High Risk
CUST01349,Female,0,39,6,Month-to-month,Electronic check,DSL,81.51,501.21,2,4,1.0,Yes,1,Critical Risk
CUST01351,Female,0,22,51,Month-to-month,Bank transfer,DSL,96.48,4774.33,5,2,1.7,No,0,High Risk
CUST01353,Male,1,19,26,Month-to-month,Credit card,No,93.63,2162.12,5,2,0.6,No,0,High Risk
CUST01354,Female,0,31,46,One year,Mailed check,DSL,79.14,3423.41,1,3,0.8,Yes,1,High Risk
CUST01360,Female,0,68,29,Month-to-month,Credit card,Fiber optic,53.31,1399.73,1,2,0.9,No,0,High Risk
CUST01362,Male,0,70,32,Month-to-month,Electronic check,No,100.42,2812.6,4,0,1.4,No,0,High Risk
CUST01363,Male,0,41,2,One year,Electronic check,Fiber optic,30.7,56.43,5,3,7.5,No,0,High Risk
CUST01364,Male,0,70,47,Month-to-month,Electronic check,Fiber optic,117.0,5414.47,3,2,1.1,Yes,1,High Risk
CUST01366,Female,0,37,27,Two year,Electronic check,DSL,36.66,842.7,6,3,0.2,No,0,High Risk
CUST01371,Female,1,69,59,Month-to-month,Credit card,Fiber optic,42.79,2177.11,2,0,1.1,Yes,1,High Risk
CUST01372,Female,0,22,6,Month-to-month,Mailed check,No,99.14,561.5,2,3,2.4,Yes,1,Critical Risk
CUST01373,Male,0,37,19,Month-to-month,Mailed check,No,23.06,395.76,3,4,2.7,Yes,1,High Risk
CUST01374,Female,1,33,57,Month-to-month,Credit card,Fiber optic,105.22,6235.01,1,2,0.2,Yes,1,High Risk
CUST01376,Male,1,29,3,Month-to-month,Mailed check,DSL,62.31,162.63,4,0,1.2,Yes,1,Critical Risk
CUST01378,Female,0,51,58,Month-to-month,Electronic check,Fiber optic,19.96,1045.48,1,1,1.0,No,0,High Risk
CUST01379,Female,0,44,38,Two year,Credit card,DSL,102.17,3438.99,7,4,6.2,No,0,High Risk
CUST01380,Female,0,58,15,Month-to-month,Electronic check,No,32.56,478.61,3,4,3.1,No,0,High Risk
CUST01386,Female,1,58,24,Month-to-month,Bank transfer,Fiber optic,65.99,1367.2,7,3,5.9,Yes,1,High Risk
CUST01388,Female,0,58,18,Month-to-month,Electronic check,DSL,104.45,1930.14,3,2,3.7,Yes,1,High Risk
CUST01392,Female,1,36,46,Two year,Credit card,Fiber optic,81.87,3780.46,5,3,4.5,Yes,1,High Risk
CUST01394,Female,0,29,53,One year,Mailed check,DSL,116.86,6205.93,6,3,4.1,No,0,High Risk
CUST01396,Female,0,40,27,Month-to-month,Mailed check,No,58.74,1650.28,6,3,5.7,No,0,High Risk
CUST01397,Male,0,64,46,Month-to-month,Electronic check,Fiber optic,83.79,3880.25,5,1,6.3,No,0,High Risk
CUST01399,Female,0,72,71,Month-to-month,Credit card,Fiber optic,101.42,6924.96,5,0,2.3,No,0,High Risk
CUST01401,Male,0,19,64,Month-to-month,Mailed check,Fiber optic,22.28,1315.11,6,0,0.4,No,0,High Risk
CUST01402,Female,0,47,44,Month-to-month,Credit card,No,36.03,1556.66,7,0,1.3,No,0,High Risk
CUST01403,Female,0,29,53,Month-to-month,Credit card,Fiber optic,106.23,5157.4,2,2,6.3,No,0,High Risk
CUST01409,Male,1,29,15,Month-to-month,Bank transfer,No,74.49,980.29,2,3,0.8,No,0,Critical Risk
CUST01417,Male,0,24,63,Month-to-month,Bank transfer,Fiber optic,38.94,2462.38,2,0,0.3,Yes,1,High Risk
CUST01418,Male,0,46,2,Month-to-month,Mailed check,Fiber optic,47.88,91.96,1,2,14.4,Yes,1,High Risk
CUST01419,Female,0,70,11,Month-to-month,Credit card,DSL,53.3,546.86,2,5,1.0,No,0,Critical Risk
CUST01420,Male,0,42,64,One year,Credit card,DSL,94.17,5886.49,5,3,0.3,No,0,High Risk
CUST01424,Male,0,65,38,Month-to-month,Mailed check,No,108.72,3589.16,7,4,0.9,No,0,Critical Risk
CUST01426,Female,0,36,11,Two year,Credit card,DSL,86.38,870.97,4,3,,No,0,High Risk
CUST01428,Female,0,72,33,Month-to-month,Bank transfer,No,85.32,2714.77,2,2,0.8,No,0,High Risk
CUST01430,Male,0,29,8,Month-to-month,Credit card,No,57.64,427.16,5,3,,No,0,High Risk
CUST01433,Female,0,41,41,Month-to-month,Credit card,DSL,101.92,3974.45,7,2,1.9,Yes,1,High Risk
CUST01434,Female,0,50,17,Month-to-month,Credit card,Fiber optic,112.97,1756.6,6,2,0.7,No,0,High Risk
CUST01437,Male,0,52,54,Month-to-month,Electronic check,Fiber optic,33.71,1838.44,4,4,0.6,Yes,1,Critical Risk
CUST01439,Male,1,73,33,Month-to-month,Bank transfer,DSL,44.05,1311.67,6,2,0.4,No,0,High Risk
CUST01443,Male,0,25,33,Month-to-month,Electronic check,No,18.1,516.61,5,3,7.6,No,0,High Risk
CUST01445,Female,0,57,33,Month-to-month,Electronic check,No,46.97,1328.93,1,1,0.4,No,0,High Risk
CUST01446,Male,0,42,26,Month-to-month,Electronic check,Fiber optic,107.82,2524.78,5,2,11.1,No,0,High Risk
CUST01448,Female,0,52,66,Month-to-month,Mailed check,Fiber optic,47.55,3210.06,6,3,1.9,Yes,1,High Risk
CUST01449,Female,0,32,38,Month-to-month,Credit card,Fiber optic,45.49,1739.49,6,1,0.2,No,0,High Risk
CUST01452,Female,0,47,44,Month-to-month,Credit card,Fiber optic,35.16,1587.74,6,3,1.9,Yes,1,High Risk
CUST01458,Female,1,23,6,Month-to-month,Bank transfer,No,89.0,524.31,1,0,0.7,Yes,1,Critical Risk
CUST01459,Female,1,58,32,Month-to-month,Electronic check,Fiber optic,114.1,3638.46,7,1,2.9,No,0,High Risk
CUST01460,Female,0,32,41,Month-to-month,Electronic check,Fiber optic,36.27,1275.7,4,2,1.0,Yes,1,High Risk
CUST01462,Female,0,46,50,Month-to-month,Mailed check,Fiber optic,23.31,1151.28,3,1,0.1,Yes,1,High Risk
CUST01464,Female,0,19,62,Month-to-month,Electronic check,Fiber optic,81.56,5151.64,6,1,4.4,Yes,1,High Risk
CUST01466,Female,0,50,4,Month-to-month,Electronic check,Fiber optic,87.63,314.62,7,2,10.6,No,0,High Risk
CUST01467,Female,1,55,6,Month-to-month,Mailed check,DSL,39.25,240.01,6,2,5.5,No,0,High Risk
CUST01468,Male,1,40,58,One year,Mailed check,Fiber optic,65.1,3712.0,4,3,0.7,No,0,High Risk
CUST01470,Female,0,30,26,Month-to-month,Bank transfer,Fiber optic,51.33,1359.44,5,3,4.4,Yes,1,High Risk
CUST01472,Male,0,24,41,Month-to-month,Electronic check,DSL,115.77,4785.36,1,0,0.4,No,0,High Risk
CUST01473,Male,0,74,60,One year,Electronic check,DSL,92.94,5090.72,1,3,0.1,No,0,High Risk
CUST01474,Male,0,34,14,Month-to-month,Credit card,DSL,94.27,1329.67,3,1,1.5,No,0,High Risk
CUST01477,Female,0,45,13,Month-to-month,Bank transfer,DSL,26.4,317.91,3,2,0.5,Yes,1,High Risk
CUST01480,Male,0,38,19,One year,Electronic check,Fiber optic,103.26,1710.92,3,3,0.5,Yes,1,High Risk
CUST01481,Male,0,66,55,Month-to-month,Bank transfer,Fiber optic,101.08,5592.84,6,2,6.2,Yes,1,High Risk
CUST01484,Male,0,49,53,Two year,Electronic check,Fiber optic,20.61,1115.04,4,4,0.5,No,0,High Risk
CUST01485,Female,0,41,55,Month-to-month,Mailed check,Fiber optic,99.26,5546.89,5,2,10.3,Yes,1,High Risk
CUST01486,Female,0,24,32,Month-to-month,Bank transfer,DSL,79.21,2189.41,5,1,0.1,No,0,High Risk
CUST01490,Male,0,73,18,Month-to-month,Electronic check,DSL,94.21,1665.94,5,1,1.1,Yes,1,High Risk
CUST01491,Male,0,29,22,Month-to-month,Electronic check,Fiber optic,65.18,1348.64,6,2,0.5,No,0,High Risk
CUST01492,Male,0,56,37,Month-to-month,Mailed check,No,79.34,3023.66,6,0,1.3,Yes,1,High Risk
CUST01493,Female,0,40,56,Month-to-month,Mailed check,DSL,98.55,5458.54,5,3,2.3,Yes,1,Critical Risk
CUST01494,Male,0,31,59,Month-to-month,Bank transfer,No,39.95,2451.8,5,0,0.3,Yes,1,High Risk
CUST01495,Female,0,71,3,Month-to-month,Bank transfer,DSL,24.72,64.59,6,2,5.0,No,0,High Risk
CUST01498,Male,0,62,61,Month-to-month,Electronic check,DSL,96.19,5081.56,5,0,3.5,No,0,High Risk
CUST01499,Male,0,66,54,Month-to-month,Electronic check,No,91.36,4574.48,3,1,1.8,No,0,High Risk
CUST01500,Male,0,54,63,Month-to-month,Bank transfer,DSL,107.93,6663.56,6,4,5.4,Yes,1,Critical Risk
CUST01501,Male,0,46,7,Month-to-month,Electronic check,Fiber optic,83.24,597.84,1,2,5.7,No,0,High Risk
CUST01504,Male,0,47,58,Month-to-month,Mailed check,DSL,100.41,5557.38,6,0,0.7,No,0,High Risk
CUST01508,Male,1,64,37,Month-to-month,Electronic check,Fiber optic,51.67,1911.53,4,3,0.9,Yes,1,Critical Risk
CUST01512,Male,0,24,24,Month-to-month,Electronic check,DSL,40.84,1024.29,3,1,0.1,No,0,High Risk
CUST01513,Female,0,66,50,Month-to-month,Mailed check,Fiber optic,114.01,5543.07,5,1,1.9,No,0,High Risk
CUST01515,Male,0,29,51,Month-to-month,Credit card,No,119.2,6378.03,7,2,5.4,No,0,High Risk
CUST01516,Male,0,64,36,Month-to-month,Mailed check,No,27.14,933.72,3,2,0.1,No,0,High Risk
CUST01517,Male,1,43,66,One year,Electronic check,DSL,30.91,2076.81,1,5,0.7,No,0,High Risk
CUST01519,Female,0,68,36,Month-to-month,Credit card,Fiber optic,106.21,3759.4,6,1,0.2,No,0,High Risk
CUST01520,Female,0,25,6,Month-to-month,Electronic check,No,63.44,393.02,2,2,1.5,No,0,High Risk
CUST01521,Female,1,53,39,Month-to-month,Credit card,No,90.84,3388.31,4,1,4.1,No,0,High Risk
CUST01525,Male,0,40,3,One year,Electronic check,Fiber optic,105.06,290.27,6,1,1.3,No,0,High Risk
CUST01526,Male,1,25,18,Month-to-month,Mailed check,DSL,58.61,1046.53,1,1,1.4,No,0,High Risk
CUST01528,Male,1,36,21,Month-to-month,Bank transfer,Fiber optic,99.16,1814.2,2,3,0.9,Yes,1,Critical Risk
CUST01533,Female,0,34,44,Month-to-month,Credit card,Fiber optic,101.59,4594.47,2,4,0.1,Yes,1,Critical Risk
CUST01534,Male,1,74,14,One year,Bank transfer,Fiber optic,102.18,1298.61,6,3,0.2,Yes,1,High Risk
CUST01535,Female,0,34,2,Month-to-month,Bank transfer,DSL,24.77,47.35,2,1,10.0,No,0,High Risk
CUST01537,Male,0,56,69,One year,Credit card,DSL,49.73,2917.64,1,3,0.3,No,0,High Risk
CUST01540,Male,0,39,62,Month-to-month,Credit card,Fiber optic,81.56,4335.06,7,3,5.3,Yes,1,Critical Risk
CUST01542,Female,0,36,14,Month-to-month,Credit card,Fiber optic,39.55,551.24,6,1,0.5,No,0,High Risk
CUST01543,Female,0,71,2,Month-to-month,Mailed check,Fiber optic,56.96,112.41,5,1,0.5,Yes,1,Critical Risk
CUST01545,Female,0,19,17,Month-to-month,Credit card,No,65.73,1097.66,4,0,1.1,No,0,High Risk
CUST01547,Male,0,39,66,Month-to-month,Electronic check,Fiber optic,84.25,5002.07,2,1,1.1,No,0,High Risk
CUST01549,Male,0,55,5,Month-to-month,Electronic check,Fiber optic,56.58,251.0,6,1,0.7,Yes,1,Critical Risk
CUST01553,Male,1,40,36,Two year,Credit card,Fiber optic,52.12,1863.05,4,4,1.3,No,0,High Risk
CUST01554,Male,0,19,45,Two year,Credit card,No,18.9,785.42,6,4,0.4,No,0,High Risk
CUST01555,Male,0,69,23,Month-to-month,Electronic check,DSL,37.42,757.24,1,3,5.0,Yes,1,High Risk
CUST01558,Male,0,74,11,One year,Credit card,Fiber optic,119.72,1357.88,2,4,3.5,Yes,1,High Risk
CUST01561,Male,0,41,14,Month-to-month,Electronic check,Fiber optic,57.97,785.37,7,3,1.2,No,0,Critical Risk
CUST01562,Female,0,73,10,Month-to-month,Mailed check,Fiber optic,49.62,435.36,3,0,0.3,No,0,High Risk
CUST01563,Male,0,28,1,Month-to-month,Electronic check,DSL,43.66,42.01,2,2,12.0,Yes,1,High Risk
CUST01564,Male,0,29,5,Month-to-month,Mailed check,No,53.03,228.35,3,2,1.7,Yes,1,High Risk
CUST01568,Female,0,74,1,Month-to-month,Mailed check,DSL,45.7,45.1,3,3,3.8,No,0,Critical Risk
CUST01569,Male,0,70,57,Month-to-month,Electronic check,DSL,63.82,3124.42,6,1,0.5,No,0,High Risk
CUST01579,Male,1,66,6,One year,Electronic check,No,34.43,182.1,4,3,0.5,No,0,Critical Risk
CUST01580,Male,0,24,61,Month-to-month,Mailed check,DSL,50.74,3103.55,1,3,0.3,Yes,1,Critical Risk
CUST01582,Male,0,74,2,Two year,Credit card,DSL,107.54,203.61,1,1,0.5,No,0,High Risk
CUST01584,Female,0,40,20,Month-to-month,Credit card,Fiber optic,75.44,1340.58,3,0,1.1,Yes,1,High Risk
CUST01586,Male,0,33,29,Month-to-month,Electronic check,DSL,83.24,2132.4,1,4,0.4,Yes,1,Critical Risk
CUST01587,Male,0,65,1,One year,Mailed check,No,68.55,69.23,3,1,0.7,No,0,High Risk
CUST01588,Female,0,59,35,Month-to-month,Mailed check,No,19.82,654.71,4,3,4.6,No,0,High Risk
CUST01590,Female,0,65,59,Month-to-month,Bank transfer,Fiber optic,36.76,2241.46,1,1,0.3,No,0,High Risk
CUST01594,Female,0,73,12,Month-to-month,Electronic check,No,39.48,418.01,3,1,1.3,No,0,High Risk
CUST01597,Male,0,45,43,Month-to-month,Electronic check,DSL,51.17,2167.04,2,1,1.2,No,0,High Risk
CUST01598,Male,0,52,50,Month-to-month,Electronic check,DSL,112.19,4987.61,7,2,0.2,No,0,High Risk
CUST01600,Female,0,64,57,Month-to-month,Electronic check,DSL,116.21,5964.63,5,2,1.6,No,0,High Risk
CUST01602,Female,0,69,56,Month-to-month,Electronic check,No,49.25,2432.09,1,4,0.5,Yes,1,Critical Risk
CUST01603,Female,0,26,43,Two year,Electronic check,No,85.95,3731.19,2,3,1.1,No,0,High Risk
CUST01607,Male,0,29,38,Month-to-month,Credit card,Fiber optic,78.6,3081.67,1,2,0.5,No,0,High Risk
CUST01608,Female,0,34,23,Month-to-month,Bank transfer,DSL,99.7,2084.2,7,2,1.3,No,0,High Risk
CUST01611,Female,1,39,50,Two year,Bank transfer,Fiber optic,110.95,5000.46,5,3,0.1,No,0,High Risk
CUST01612,Male,0,27,8,One year,Mailed check,No,113.18,879.56,5,3,0.2,No,0,High Risk
CUST01613,Male,0,43,1,Month-to-month,Electronic check,No,68.75,69.68,5,0,0.8,No,0,Critical Risk
CUST01615,Male,0,42,29,Month-to-month,Credit card,Fiber optic,29.2,766.48,6,0,0.8,No,0,High Risk
CUST01616,Female,0,64,5,Month-to-month,Electronic check,Fiber optic,76.45,340.6,6,1,5.7,No,0,High Risk
CUST01620,Male,0,68,55,Month-to-month,Credit card,Fiber optic,90.86,4626.71,4,2,1.4,No,0,High Risk
CUST01621,Female,0,45,43,One year,Electronic check,Fiber optic,23.67,1051.3,6,4,1.1,Yes,1,High Risk
CUST01623,Female,0,72,17,Month-to-month,Mailed check,Fiber optic,77.07,1300.41,2,2,0.7,No,0,High Risk
CUST01625,Female,0,39,8,Month-to-month,Electronic check,DSL,59.33,445.63,1,1,0.3,No,0,High Risk
CUST01626,Female,0,42,47,Month-to-month,Bank transfer,Fiber optic,49.05,2191.6,6,0,1.4,Yes,1,High Risk
CUST01629,Female,1,56,33,Month-to-month,Mailed check,No,88.75,2644.19,1,0,3.1,No,0,High Risk
CUST01630,Female,1,24,1,One year,Mailed check,Fiber optic,113.07,102.96,3,2,0.5,Yes,1,High Risk
CUST01631,Female,0,74,19,One year,Bank transfer,No,91.16,1664.73,6,4,0.1,Yes,1,High Risk
CUST01632,Male,0,23,31,One year,Credit card,Fiber optic,95.99,3050.68,1,4,0.2,No,0,High Risk
CUST01633,Female,0,26,14,Month-to-month,Bank transfer,DSL,35.13,499.78,4,3,0.7,Yes,1,Critical Risk
